Species,TagType,FL,Weight,AcousticTag,RFID,Setup
FCS,Acoustic,107.0,15.6,46747,3DD.003BEE86D2,2018
FCS,Acoustic,111.0,18.8,46711,3DD.003BEE86D3,2018
FCS,Acoustic,114.0,17.4,46716,3DD.003BEE86D5,2018
FCS,Acoustic,97.0,10.8,46750,3DD.003BEE86D8,2018
FCS,Acoustic,107.0,15.2,46739,3DD.003BEE86DB,2018
FCS,Acoustic,100.0,13.7,46749,3DD.003BEE86DE,2018
FCS,Acoustic,109.0,16.1,46736,3DD.003BEE86E7,2018
FCS,Acoustic,109.0,16.4,46742,3DD.003BEE86ED,2018
FCS,Acoustic,108.0,15.5,46745,3DD.003BEE86F0,2018
FCS,Acoustic,105.0,15.5,46748,3DD.003BEE86F2,2018
FCS,Acoustic,123.0,24.7,46721,3DD.003BEE86F3,2018
FCS,Acoustic,96.0,11.8,46727,3DD.003BEE86F4,2018
FCS,Acoustic,103.0,15.0,46738,3DD.003BEE86F6,2018
FCS,Acoustic,119.0,20.5,46725,3DD.003BEE86F9,2018
FCS,Acoustic,112.0,17.1,46726,3DD.003BEE86FB,2018
FCS,Acoustic,105.0,14.1,46737,3DD.003BEE86FC,2018
FCS,Acoustic,110.0,17.2,46723,3DD.003BEE86FF,2018
FCS,Acoustic,113.0,16.6,46734,3DD.003BEE8703,2018
FCS,Acoustic,107.0,14.5,46743,3DD.003BEE8705,2018
FCS,Acoustic,117.0,21.2,46718,3DD.003BEE8707,2018
FCS,Acoustic,116.0,20.0,46744,3DD.003BEE8709,2018
FCS,Acoustic,110.0,18.6,46728,3DD.003BEE870A,2018
FCS,Acoustic,113.0,19.2,46713,3DD.003BEE870B,2018
FCS,Acoustic,120.0,21.7,46730,3DD.003BEE870D,2018
FCS,Acoustic,106.0,15.0,46741,3DD.003BEE870E,2018
FCS,Acoustic,118.0,20.3,46735,3DD.003BEE8713,2018
FCS,Acoustic,100.0,12.5,46754,3DD.003BEE8714,2018
FCS,Acoustic,125.0,24.1,46724,3DD.003BEE8715,2018
FCS,Acoustic,106.0,16.3,46717,3DD.003BEE871B,2018
FCS,Acoustic,101.0,12.4,46752,3DD.003BEE871C,2018
FCS,Acoustic,112.0,18.5,46731,3DD.003BEE871D,2018
FCS,Acoustic,114.0,18.3,46714,3DD.003BEE871E,2018
FCS,Acoustic,103.0,13.8,46753,3DD.003BEE8720,2018
FCS,Acoustic,121.0,24.8,46729,3DD.003BEE8721,2018
FCS,Acoustic,104.0,13.9,46755,3DD.003BEE8724,2018
FCS,Acoustic,105.0,16.8,46712,3DD.003BEE8726,2018
FCS,Acoustic,117.0,20.2,46722,3DD.003BEE8727,2018
FCS,Acoustic,110.0,17.4,46715,3DD.003BEE8728,2018
FCS,Acoustic,111.0,17.7,46719,3DD.003BEE8729,2018
FCS,Acoustic,100.0,11.4,46746,3DD.003BEE872F,2018
FCS,Acoustic,107.0,16.1,46733,3DD.003BEE8732,2018
FCS,Acoustic,117.0,21.5,46720,3DD.003BEE8733,2018
FCS,Acoustic,96.0,10.4,46667,3DD.003BEE8EA6,2018
FCS,Acoustic,102.0,13.7,46676,3DD.003BEE8EA8,2018
FCS,Acoustic,98.0,12.8,46669,3DD.003BEE8EAB,2018
FCS,Acoustic,105.0,13.3,46670,3DD.003BEE8EB3,2018
FCS,Acoustic,99.0,12.4,46674,3DD.003BEE8EB8,2018
FCS,Acoustic,97.0,10.8,46659,3DD.003BEE8EC1,2018
FCS,Acoustic,102.0,12.5,46672,3DD.003BEE8EC8,2018
FCS,Acoustic,108.0,16.2,46660,3DD.003BEE8ECC,2018
FCS,Acoustic,106.0,16.2,46668,3DD.003BEE8ECF,2018
FCS,Acoustic,106.0,14.5,46664,3DD.003BEE8ED4,2018
FCS,Acoustic,105.0,13.9,46657,3DD.003BEE8ED5,2018
FCS,Acoustic,95.0,10.1,46673,3DD.003BEE8EDB,2018
FCS,Acoustic,105.0,14.0,46666,3DD.003BEE8EE3,2018
FCS,Acoustic,101.0,12.4,46680,3DD.003BEE8EEA,2018
FCS,Acoustic,105.0,14.5,46677,3DD.003BEE8EED,2018
FCS,Acoustic,99.0,11.8,46663,3DD.003BEE8EFB,2018
FCS,Acoustic,99.0,11.6,46665,3DD.003BEE8EFF,2018
FCS,Acoustic,97.0,11.6,46661,3DD.003BEE924D,2018
FCS,Acoustic,95.0,11.3,46671,3DD.003BEE9254,2018
FCS,Acoustic,105.0,15.0,46675,3DD.003BEE9265,2018
FCS,Acoustic,101.0,12.3,46658,3DD.003BEE9281,2018
FCS,Acoustic,100.0,11.8,46685,3DD.003BEE9294,2018
FCS,Acoustic,100.0,11.7,46682,3DD.003BEE9296,2018
FCS,Acoustic,108.0,14.7,46684,3DD.003BEE92B2,2018
FCS,Acoustic,104.0,13.0,46687,3DD.003BEE92B4,2018
FCS,Acoustic,96.0,11.5,46681,3DD.003BEE92BD,2018
FCS,Acoustic,114.0,19.5,46789,3DD.003C0818F9,2018
FCS,Acoustic,128.0,28.8,46782,3DD.003C0818FA,2018
FCS,Acoustic,119.0,21.2,46773,3DD.003C0818FC,2018
FCS,Acoustic,123.0,29.0,46785,3DD.003C0818FD,2018
FCS,Acoustic,113.0,18.0,46774,3DD.003C0818FE,2018
FCS,Acoustic,111.0,16.7,46804,3DD.003C0818FF,2018
FCS,Acoustic,120.0,21.2,46772,3DD.003C081903,2018
FCS,Acoustic,115.0,18.6,46801,3DD.003C081906,2018
FCS,Acoustic,124.0,24.5,46781,3DD.003C081908,2018
FCS,Acoustic,114.0,19.5,46795,3DD.003C081911,2018
FCS,Acoustic,120.0,22.6,46775,3DD.003C081918,2018
FCS,Acoustic,124.0,26.7,46788,3DD.003C08191C,2018
FCS,Acoustic,113.0,19.0,46793,3DD.003C081921,2018
FCS,Acoustic,118.0,21.6,46798,3DD.003C081927,2018
FCS,Acoustic,108.0,16.5,46786,3DD.003C081929,2018
FCS,Acoustic,113.0,19.3,46797,3DD.003C08192E,2018
FCS,Acoustic,109.0,17.5,46791,3DD.003C08192F,2018
FCS,Acoustic,114.0,21.0,46787,3DD.003C081932,2018
FCS,Acoustic,112.0,18.2,46799,3DD.003C081933,2018
FCS,Acoustic,105.0,14.5,46803,3DD.003C081937,2018
FCS,Acoustic,115.0,21.4,46792,3DD.003C081939,2018
FCS,Acoustic,126.0,27.6,46802,3DD.003C08193F,2018
FCS,Acoustic,126.0,25.4,46794,3DD.003C081940,2018
FCS,Acoustic,124.0,24.9,46800,3DD.003C081948,2018
FCS,Acoustic,123.0,22.1,46796,3DD.003C081953,2018
LFCS,Acoustic,171.0,64.9,46560,3DD.003C081958,2018
LFCS,Acoustic,168.0,38.3,46595,3DD.003C081959,2018
LFCS,Acoustic,148.0,37.7,46580,3DD.003C08195B,2018
LFCS,Acoustic,177.0,75.5,46641,3DD.003C08195C,2018
LFCS,Acoustic,180.0,74.4,46635,3DD.003C081961,2018
LFCS,Acoustic,175.0,67.9,46618,3DD.003C081963,2018
LFCS,Acoustic,168.0,58.4,46609,3DD.003C081964,2018
LFCS,Acoustic,139.0,36.8,46605,3DD.003C081965,2018
LFCS,Acoustic,151.0,36.6,46556,3DD.003C081966,2018
LFCS,Acoustic,153.0,48.1,46593,3DD.003C081967,2018
LFCS,Acoustic,167.0,58.3,46608,3DD.003C081969,2018
LFCS,Acoustic,169.0,53.9,46555,3DD.003C08196A,2018
LFCS,Acoustic,154.0,42.0,46624,3DD.003C08196D,2018
LFCS,Acoustic,192.0,90.7,46612,3DD.003C08196E,2018
LFCS,Acoustic,170.0,57.6,46602,3DD.003C08196F,2018
LFCS,Acoustic,176.0,59.0,46585,3DD.003C081970,2018
LFCS,Acoustic,203.0,100.4,46634,3DD.003C081971,2018
LFCS,Acoustic,123.0,23.2,46606,3DD.003C081972,2018
LFCS,Acoustic,178.0,67.3,46625,3DD.003C081975,2018
LFCS,Acoustic,161.0,48.9,46598,3DD.003C081977,2018
LFCS,Acoustic,156.0,44.4,46620,3DD.003C081978,2018
LFCS,Acoustic,134.0,23.1,46603,3DD.003C08197D,2018
LFCS,Acoustic,135.0,30.7,46630,3DD.003C08197E,2018
LFCS,Acoustic,160.0,51.4,46640,3DD.003C081980,2018
LFCS,Acoustic,161.0,50.9,46636,3DD.003C081982,2018
LFCS,Acoustic,167.0,59.6,46607,3DD.003C081983,2018
LFCS,Acoustic,158.0,44.5,46622,3DD.003C081984,2018
LFCS,Acoustic,172.0,63.3,46566,3DD.003C081986,2018
LFCS,Acoustic,189.0,83.4,46592,3DD.003C08198B,2018
LFCS,Acoustic,230.0,159.7,46571,3DD.003C08198D,2018
LFCS,Acoustic,202.0,103.7,46615,3DD.003C08198E,2018
LFCS,Acoustic,170.0,57.8,46631,3DD.003C08198F,2018
LFCS,Acoustic,160.0,47.8,46586,3DD.003C081992,2018
LFCS,Acoustic,210.0,121.9,46632,3DD.003C081993,2018
LFCS,Acoustic,153.0,43.2,46594,3DD.003C081994,2018
LFCS,Acoustic,161.0,47.3,46639,3DD.003C081995,2018
LFCS,Acoustic,161.0,54.5,46627,3DD.003C081996,2018
LFCS,Acoustic,184.0,82.7,46613,3DD.003C081998,2018
LFCS,Acoustic,186.0,79.1,46626,3DD.003C08199D,2018
LFCS,Acoustic,165.0,53.2,46565,3DD.003C08199E,2018
LFCS,Acoustic,178.0,75.0,46611,3DD.003C08199F,2018
LFCS,Acoustic,187.0,81.3,46599,3DD.003C0819A0,2018
LFCS,Acoustic,160.0,47.3,46600,3DD.003C0819A2,2018
LFCS,Acoustic,178.0,68.4,46614,3DD.003C0819A3,2018
LFCS,Acoustic,188.0,86.4,46610,3DD.003C0819A4,2018
LFCS,Acoustic,185.0,79.5,46581,3DD.003C0819A5,2018
LFCS,Acoustic,130.0,25.4,46633,3DD.003C0819A7,2018
LFCS,Acoustic,162.0,56.2,46604,3DD.003C0819A8,2018
LFCS,Acoustic,157.0,44.1,46617,3DD.003C0819AA,2018
LFCS,Acoustic,165.0,58.6,46619,3DD.003C0819AB,2018
LFCS,Acoustic,186.0,78.7,46621,3DD.003C0819AC,2018
LFCS,Acoustic,140.0,33.9,46628,3DD.003C0819AD,2018
LFCS,Acoustic,179.0,69.8,46576,3DD.003C0819AF,2018
LFCS,Acoustic,191.0,86.1,46637,3DD.003C0819B0,2018
LFCS,Acoustic,185.0,60.4,46570,3DD.003C0819B1,2018
LFCS,Acoustic,187.0,84.4,46575,3DD.003C0819B2,2018
LFCS,Acoustic,143.0,36.6,46601,3DD.003C0819B3,2018
LFCS,Acoustic,149.0,37.6,46561,3DD.003C0819B6,2018
LFCS,Acoustic,169.0,54.4,46638,3DD.003C0819B7,2018
LFCS,Acoustic,181.0,73.8,46596,3DD.003C0819B8,2018
LFCS,Acoustic,150.0,40.9,46629,3DD.003C0819BA,2018
LFCS,Acoustic,162.0,48.2,46563,3DD.003C081B4C,2018
LFCS,Acoustic,190.0,85.3,46583,3DD.003C081B51,2018
LFCS,Acoustic,176.0,65.8,46559,3DD.003C081B5D,2018
LFCS,Acoustic,170.0,55.2,46579,3DD.003C081B64,2018
LFCS,Acoustic,153.0,41.2,46568,3DD.003C081B6D,2018
LFCS,Acoustic,152.0,37.7,46574,3DD.003C081B6E,2018
LFCS,Acoustic,190.0,85.0,46569,3DD.003C081B73,2018
LFCS,Acoustic,130.0,26.0,46572,3DD.003C081B80,2018
LFCS,Acoustic,173.0,62.1,46573,3DD.003C081B81,2018
LFCS,Acoustic,205.0,99.4,46564,3DD.003C081B88,2018
LFCS,Acoustic,118.0,18.4,46553,3DD.003C081B89,2018
LFCS,Acoustic,138.0,30.7,46588,3DD.003C081B8B,2018
LFCS,Acoustic,181.0,75.5,46577,3DD.003C081B8D,2018
LFCS,Acoustic,151.0,40.7,46582,3DD.003C081B8F,2018
LFCS,Acoustic,190.0,78.7,46591,3DD.003C081B91,2018
LFCS,Acoustic,194.0,87.2,46558,3DD.003C081B9B,2018
LFCS,Acoustic,195.0,89.2,46590,3DD.003C081BA4,2018
LFCS,Acoustic,190.0,85.3,46587,3DD.003C081BAA,2018
LFCS,Acoustic,110.0,14.0,46578,3DD.003C081BAB,2018
LFCS,Acoustic,134.0,26.9,46554,3DD.003C081BAD,2018
LFCS,Acoustic,161.0,48.9,46584,3DD.003C081BAE,2018
FCS,Acoustic,101.0,12.5,46701,3DD.003C081CDD,2018
FCS,Acoustic,102.0,13.0,46683,3DD.003C081CE1,2018
FCS,Acoustic,98.0,11.7,46691,3DD.003C081CE5,2018
FCS,Acoustic,107.0,14.8,46692,3DD.003C081CE6,2018
FCS,Acoustic,110.0,16.5,46686,3DD.003C081CE7,2018
FCS,Acoustic,105.0,13.4,46696,3DD.003C081CEB,2018
FCS,Acoustic,95.0,10.5,46689,3DD.003C081CF1,2018
FCS,Acoustic,95.0,10.6,46693,3DD.003C081CF2,2018
FCS,Acoustic,112.0,18.6,46694,3DD.003C081D03,2018
FCS,Acoustic,100.0,12.1,46695,3DD.003C081D04,2018
FCS,Acoustic,103.0,14.0,46702,3DD.003C081D10,2018
FCS,Acoustic,104.0,14.4,46690,3DD.003C081D11,2018
FCS,Acoustic,100.0,11.7,46688,3DD.003C081D13,2018
FCS,Acoustic,108.0,14.4,46698,3DD.003C081D1B,2018
FCS,Acoustic,109.0,14.7,46699,3DD.003C081D20,2018
FCS,Acoustic,102.0,13.5,46703,3DD.003C081D39,2018
LFCS,Acoustic,140.0,33.0,46533,3DD.003C081E0A,2018
LFCS,Acoustic,200.0,94.8,46530,3DD.003C081E0B,2018
LFCS,Acoustic,136.0,31.1,46534,3DD.003C081E14,2018
LFCS,Acoustic,160.0,36.1,46551,3DD.003C081E16,2018
LFCS,Acoustic,175.0,58.0,46525,3DD.003C081E1B,2018
LFCS,Acoustic,157.0,43.0,46537,3DD.003C081E1C,2018
LFCS,Acoustic,137.0,23.0,46539,3DD.003C081E1E,2018
LFCS,Acoustic,190.0,81.2,46546,3DD.003C081E22,2018
LFCS,Acoustic,133.0,26.5,46532,3DD.003C081E25,2018
LFCS,Acoustic,144.0,36.8,46518,3DD.003C081E27,2018
LFCS,Acoustic,150.0,41.8,46514,3DD.003C081E29,2018
LFCS,Acoustic,160.0,45.9,46597,3DD.003C081E2B,2018
LFCS,Acoustic,159.0,47.4,46545,3DD.003C081E2E,2018
LFCS,Acoustic,184.0,68.9,46513,3DD.003C081E30,2018
LFCS,Acoustic,204.0,103.9,46519,3DD.003C081E39,2018
LFCS,Acoustic,174.0,67.3,46543,3DD.003C081E3B,2018
LFCS,Acoustic,210.0,124.8,46526,3DD.003C081E3F,2018
LFCS,Acoustic,154.0,38.1,46522,3DD.003C081E45,2018
LFCS,Acoustic,164.0,55.4,46529,3DD.003C081E48,2018
LFCS,Acoustic,177.0,62.3,46511,3DD.003C081E4A,2018
LFCS,Acoustic,136.0,29.8,46523,3DD.003C081E4C,2018
LFCS,Acoustic,141.0,31.1,46528,3DD.003C081E4F,2018
LFCS,Acoustic,170.0,59.5,46538,3DD.003C081E50,2018
LFCS,Acoustic,180.0,58.3,46542,3DD.003C081E53,2018
LFCS,Acoustic,138.0,24.3,46616,3DD.003C081E54,2018
LFCS,Acoustic,179.0,69.0,46521,3DD.003C081E57,2018
LFCS,Acoustic,137.0,31.1,46524,3DD.003C081E5A,2018
LFCS,Acoustic,170.0,44.5,46507,3DD.003C081E61,2018
LFCS,Acoustic,167.0,44.4,46508,3DD.003C081E63,2018
LFCS,Acoustic,174.0,65.6,46567,3DD.003C081E67,2018
LFCS,Acoustic,168.0,54.7,46548,3DD.003C081E69,2018
LFCS,Acoustic,165.0,52.5,46527,3DD.003C081E6A,2018
FCS,Acoustic,129.0,29.2,46817,3DD.003C0820C8,2018
FCS,Acoustic,129.0,28.3,46808,3DD.003C0820D5,2018
FCS,Acoustic,110.0,16.5,46806,3DD.003C0820D6,2018
FCS,Acoustic,120.0,23.7,46821,3DD.003C0820DB,2018
FCS,Acoustic,134.0,29.3,46805,3DD.003C0820DE,2018
FCS,Acoustic,122.0,23.8,46810,3DD.003C0820DF,2018
FCS,Acoustic,138.0,35.3,46820,3DD.003C0820E4,2018
FCS,Acoustic,120.0,23.8,46812,3DD.003C0820EA,2018
FCS,Acoustic,127.0,27.3,46784,3DD.003C0820EB,2018
FCS,Acoustic,123.0,27.2,46816,3DD.003C0820EE,2018
FCS,Acoustic,127.0,26.1,46815,3DD.003C0820F2,2018
FCS,Acoustic,121.0,21.1,46818,3DD.003C0820F5,2018
FCS,Acoustic,117.0,22.0,46819,3DD.003C0820F7,2018
FCS,Acoustic,130.0,25.5,46814,3DD.003C0820FB,2018
FCS,Acoustic,124.0,23.7,46813,3DD.003C082107,2018
FCS,Acoustic,126.0,27.3,46823,3DD.003C082109,2018
FCS,Acoustic,121.0,22.5,46807,3DD.003C08210F,2018
FCS,Acoustic,115.0,20.5,46824,3DD.003C082113,2018
FCS,Acoustic,126.0,26.8,46811,3DD.003C082118,2018
FCS,Acoustic,128.0,23.9,46809,3DD.003C08211B,2018
LFCS,Acoustic,164.0,43.9,46493,3DD.003C0904FE,2018
LFCS,Acoustic,176.0,71.0,46557,3DD.003C0904FF,2018
LFCS,Acoustic,168.0,55.5,46487,3DD.003C090500,2018
LFCS,Acoustic,156.0,43.3,46489,3DD.003C090501,2018
LFCS,Acoustic,169.0,52.2,46562,3DD.003C090502,2018
LFCS,Acoustic,151.0,37.4,46536,3DD.003C090504,2018
LFCS,Acoustic,170.0,50.5,46490,3DD.003C090505,2018
LFCS,Acoustic,158.0,30.1,46480,3DD.003C090506,2018
LFCS,Acoustic,175.0,64.3,46547,3DD.003C09050B,2018
LFCS,Acoustic,193.0,85.5,46470,3DD.003C09050C,2018
LFCS,Acoustic,168.0,55.2,46512,3DD.003C09050E,2018
LFCS,Acoustic,147.0,36.7,46466,3DD.003C09050F,2018
LFCS,Acoustic,145.0,33.0,46506,3DD.003C090510,2018
LFCS,Acoustic,181.0,70.6,46481,3DD.003C090513,2018
LFCS,Acoustic,152.0,39.0,46486,3DD.003C090515,2018
LFCS,Acoustic,156.0,47.4,46520,3DD.003C090516,2018
LFCS,Acoustic,138.0,29.1,46504,3DD.003C090519,2018
LFCS,Acoustic,150.0,41.4,46499,3DD.003C09051B,2018
LFCS,Acoustic,127.0,26.2,46494,3DD.003C09051C,2018
LFCS,Acoustic,140.0,27.6,46535,3DD.003C090522,2018
LFCS,Acoustic,153.0,37.9,46510,3DD.003C090523,2018
LFCS,Acoustic,147.0,36.6,46500,3DD.003C090524,2018
LFCS,Acoustic,140.0,29.7,46517,3DD.003C090525,2018
LFCS,Acoustic,203.0,99.1,46478,3DD.003C090526,2018
LFCS,Acoustic,164.0,50.6,46498,3DD.003C09052C,2018
LFCS,Acoustic,180.0,60.6,46531,3DD.003C09052D,2018
LFCS,Acoustic,174.0,61.9,46474,3DD.003C09052F,2018
LFCS,Acoustic,163.0,42.6,46485,3DD.003C090530,2018
LFCS,Acoustic,144.0,35.9,46476,3DD.003C090535,2018
LFCS,Acoustic,132.0,25.7,46477,3DD.003C090537,2018
LFCS,Acoustic,159.0,45.7,46497,3DD.003C090539,2018
LFCS,Acoustic,195.0,71.9,46472,3DD.003C09053A,2018
LFCS,Acoustic,149.0,31.3,46488,3DD.003C09053B,2018
LFCS,Acoustic,144.0,29.7,46491,3DD.003C09053C,2018
LFCS,Acoustic,158.0,47.5,46492,3DD.003C09053F,2018
LFCS,Acoustic,169.0,53.8,46479,3DD.003C090540,2018
LFCS,Acoustic,190.0,83.9,46467,3DD.003C090543,2018
LFCS,Acoustic,145.0,33.9,46496,3DD.003C090546,2018
LFCS,Acoustic,132.0,25.9,46501,3DD.003C090548,2018
LFCS,Acoustic,150.0,37.3,46471,3DD.003C090549,2018
LFCS,Acoustic,147.0,36.7,46473,3DD.003C09054A,2018
LFCS,Acoustic,164.0,49.1,46483,3DD.003C09054B,2018
LFCS,Acoustic,160.0,46.7,46484,3DD.003C09054C,2018
LFCS,Acoustic,164.0,51.1,46541,3DD.003C09054D,2018
LFCS,Acoustic,158.0,47.4,46516,3DD.003C09054E,2018
LFCS,Acoustic,157.0,47.0,46495,3DD.003C090552,2018
LFCS,Acoustic,151.0,39.1,46468,3DD.003C090554,2018
LFCS,Acoustic,145.0,36.6,46505,3DD.003C090556,2018
LFCS,Acoustic,162.0,41.9,46482,3DD.003C090558,2018
LFCS,Acoustic,192.0,81.5,46475,3DD.003C09055A,2018
LFCS,Acoustic,165.0,52.0,46540,3DD.003C09055B,2018
LFCS,Acoustic,156.0,43.3,46515,3DD.003C09055C,2018
LFCS,Acoustic,168.0,55.8,46469,3DD.003C09055F,2018
LFCS,Acoustic,142.0,33.1,46503,3DD.003C090560,2018
FCS,Acoustic,118.0,20.6,46707,3DD.003C0905C6,2018
FCS,Acoustic,118.0,21.6,46768,3DD.003C0905CA,2018
FCS,Acoustic,131.0,27.1,46767,3DD.003C0905CF,2018
FCS,Acoustic,109.0,17.1,46765,3DD.003C0905E3,2018
FCS,Acoustic,123.0,24.6,46766,3DD.003C0905E7,2018
FCS,Acoustic,121.0,22.9,46710,3DD.003C0905EF,2018
FCS,Acoustic,117.0,21.6,46770,3DD.003C0905FE,2018
FCS,Acoustic,114.0,19.3,46704,3DD.003C090600,2018
FCS,Acoustic,125.0,23.5,46771,3DD.003C090601,2018
FCS,Acoustic,115.0,18.5,46709,3DD.003C090607,2018
FCS,Acoustic,110.0,16.8,46705,3DD.003C090609,2018
FCS,Acoustic,99.0,11.6,46708,3DD.003C09060D,2018
FCS,Acoustic,123.0,25.3,46706,3DD.003C09060E,2018
FCS,Acoustic,115.0,19.7,46769,3DD.003C09061F,2018
FCS,Acoustic,107.0,16.3,46777,3DD.003C090623,2018
FCS,Acoustic,124.0,24.3,46779,3DD.003C090626,2018
FCS,Acoustic,120.0,22.9,46778,3DD.003C090628,2018
FCS,Acoustic,105.0,14.7,46652,3DD.003C094703,2018
FCS,Acoustic,104.0,14.2,46655,3DD.003C094708,2018
FCS,Acoustic,107.0,16.3,46761,3DD.003C094709,2018
FCS,Acoustic,110.0,17.2,46645,3DD.003C094710,2018
FCS,Acoustic,113.0,15.7,46648,3DD.003C094714,2018
FCS,Acoustic,113.0,16.7,46759,3DD.003C09471E,2018
FCS,Acoustic,107.0,15.8,46651,3DD.003C094721,2018
FCS,Acoustic,114.0,18.8,46764,3DD.003C094723,2018
FCS,Acoustic,104.0,14.5,46649,3DD.003C09472B,2018
FCS,Acoustic,104.0,15.3,46763,3DD.003C09472C,2018
FCS,Acoustic,101.0,12.9,46647,3DD.003C09472F,2018
FCS,Acoustic,104.0,14.3,46654,3DD.003C094732,2018
FCS,Acoustic,111.0,15.6,46642,3DD.003C094736,2018
FCS,Acoustic,122.0,23.6,46656,3DD.003C09473C,2018
FCS,Acoustic,110.0,16.1,46760,3DD.003C094743,2018
FCS,Acoustic,108.0,16.5,46757,3DD.003C09474D,2018
FCS,Acoustic,108.0,17.5,46650,3DD.003C09474F,2018
FCS,Acoustic,107.0,15.4,46644,3DD.003C094750,2018
FCS,Acoustic,113.0,19.0,46643,3DD.003C094754,2018
FCS,Acoustic,108.0,17.1,46653,3DD.003C094763,2018
FCS,Acoustic,117.0,20.2,46758,3DD.003C094766,2018
LFCS,Acoustic,150.0,36.0,47869,3DD.003C094196,2019
LFCS,Acoustic,149.0,35.7,47876,3DD.003C0941BE,2019
LFCS,Acoustic,159.0,45.2,47882,3DD.003C0941C9,2019
LFCS,Acoustic,169.0,64.0,47888,3DD.003C0941A7,2019
LFCS,Acoustic,131.0,23.1,47903,3DD.003C0941E2,2019
LFCS,Acoustic,172.0,64.6,47909,3DD.003C0941CC,2019
LFCS,Acoustic,142.0,29.1,47917,3DD.003C0941C5,2019
LFCS,Acoustic,162.0,50.7,47868,3DD.003C09418A,2019
LFCS,Acoustic,185.0,81.4,47875,3DD.003C0941D5,2019
LFCS,Acoustic,167.0,54.3,47881,3DD.003C0941D3,2019
LFCS,Acoustic,156.0,40.5,47887,3DD.003C094199,2019
LFCS,Acoustic,171.0,60.5,47894,3DD.003C09419B,2019
LFCS,Acoustic,156.0,43.4,47902,3DD.003C094191,2019
LFCS,Acoustic,164.0,50.1,47908,3DD.003C09419F,2019
LFCS,Acoustic,156.0,46.3,47916,3DD.003C0941E7,2019
LFCS,Acoustic,140.0,32.1,47865,3DD.003C0941DD,2019
LFCS,Acoustic,149.0,41.4,47873,3DD.003C0941A9,2019
LFCS,Acoustic,162.0,48.6,47880,3DD.003C094192,2019
LFCS,Acoustic,160.0,44.0,47886,3DD.003C09418D,2019
LFCS,Acoustic,171.0,60.4,47893,3DD.003C0941A2,2019
LFCS,Acoustic,143.0,30.9,47901,3DD.003C0941C0,2019
LFCS,Acoustic,157.0,51.3,47844,3DD.003C094394,2019
LFCS,Acoustic,149.0,28.8,47907,3DD.003C0943C0,2019
LFCS,Acoustic,124.0,21.5,47915,3DD.003C0943A1,2019
LFCS,Acoustic,164.0,58.8,47872,3DD.003C094390,2019
LFCS,Acoustic,165.0,55.8,47879,3DD.003C0943A2,2019
LFCS,Acoustic,167.0,57.7,47885,3DD.003C094385,2019
LFCS,Acoustic,168.0,57.8,47892,3DD.003C094398,2019
LFCS,Acoustic,164.0,56.1,47900,3DD.003C0943CE,2019
LFCS,Acoustic,160.0,52.3,47912,3DD.003C0943E1,2019
LFCS,Acoustic,160.0,45.2,47905,3DD.003C0943DC,2019
LFCS,Acoustic,206.0,113.4,47891,3DD.003C0943A0,2019
LFCS,Acoustic,171.0,62.8,47899,3DD.003C0943A5,2019
LFCS,Acoustic,140.0,33.6,47884,3DD.003C0943DE,2019
LFCS,Acoustic,155.0,44.4,47878,3DD.003C0943BE,2019
LFCS,Acoustic,172.0,64.1,47871,3DD.003C0943BD,2019
LFCS,Acoustic,171.0,61.6,47842,3DD.003C0943D4,2019
LFCS,Acoustic,168.0,61.0,47890,3DD.003C0943AA,2019
LFCS,Acoustic,123.0,21.4,47883,3DD.003C09438A,2019
LFCS,Acoustic,172.0,61.7,47877,3DD.003C09439A,2019
LFCS,Acoustic,186.0,83.6,47870,3DD.003C094381,2019
LFCS,Acoustic,136.0,30.5,47838,3DD.003C094391,2019
LFCS,Acoustic,139.0,32.2,47941,3DD.003C094393,2019
